titulo,co_autores,ano_pub,DOI,estudio
Generalizing age effects on brain structure and cognition: A two-study comparison approach.,"Jockwitz, Christiane; Mérillat, Susan; Liem, Franziskus; Oschwald, Jessica; Amunts, Katrin; Caspers, Svenja; Jäncke, Lutz",2019,10.1002/hbm.24524,
Genetic and Environmental Factors Associated With the Ganglion Cell Complex in a Healthy Aging British Cohort.,"Bloch, Edward; Yonova-Doing, Ekaterina; Jones-Odeh, Eneh; Williams, Katie M.; Kozareva, Diana; Hammond, Christopher J.",2017,10.1001/jamaophthalmol.2016.4486,
"Genetic risk scores, sex and dietary factors interact to alter serum uric acid trajectory among African-American urban adults.","Beydoun, May A; Canas, Jose-Atilio; Fanelli-Kuczmarski, Marie T; Tajuddin, Salman M; Evans, Michele K; Zonderman, Alan B",2017,10.1017/S0007114517000411,
"Genome-wide admixture and association study of serum iron, ferritin, transferrin saturation and total iron binding capacity in African Americans.","Li, Jin; Lange, Leslie A.; Duan, Qing; Lu, Yurong; Singleton, Andrew B.; Zonderman, Alan B.; Evans, Michele K.; Li, Yun; Taylor, Herman A.; Willis, Monte S.; Nalls, Mike; Wilson, James G.; Lange, Ethan M.",2015,10.1093/hmg/ddu454,
Going Online to Stay Connected: Online Social Participation Buffers the Relationship Between Pain and Depression.,"Ang, Shannon; Chen, Tuo-Yu",2019,10.1093/geronb/gby109,
Grandparenting predicts late-life cognition: Results from the Women's Healthy Ageing Project.,"Burn, Katherine; Szoeke, Cassandra",2015,10.1016/j.maturitas.2015.03.013,
Health behaviors and multimorbidity resilience among older adults using the Canadian Longitudinal Study on Aging.,"Wister, Andrew; Cosco, Theodore; Mitchell, Barbara; Fyffe, Ian",2020,10.1017/S1041610219000486,
Health status and 6 years survival of 552 90+ Italian sib-ships recruited within the EU Project GEHA (GEnetics of Healthy Ageing).,"Cevenini, E.; Cotichini, R.; Stazi, M. A.; Toccaceli, V.; Palmas, M. G.; Capri, M.; De Rango, F.; Dato, S.; Passarino, G.; Jeune, B.; Franceschi, C.",2014,10.1007/s11357-013-9604-1,
"Health, Security and Participation: A Structural Relationship Modeling among the Three Pillars of Active Ageing in China.","Yang, Yinan; Meng, Yingying; Dong, Pengtao",2020,10.3390/ijerph17197255,
"Health, social and lifestyle factors in entry to residential aged care: an Australian longitudinal analysis.","Kendig, Hal; Browning, Colette; Pedlow, Robert; Wells, Yvonne; Thomas, Shane",2010,10.1093/ageing/afq016,
Healthy Ageing and Biomarkers Cohort Study (HABCS): a cohort profile.,"Lv, Yuebin; Mao, Chen; Yin, Zhaoxue; Li, Furong; Wu, Xianbo; Shi, Xiaoming",2019,10.1136/bmjopen-2018-026513,
Healthy aging and preclinical dementia: the United States-Israel Longitudinal Database project.,"Khachaturian, Ara S.; Chapman, Joab; Farrer, Lindsay; Friedland, Robert P.; Ebstein, Richard; Grossman, Iris; Hendler, Talma; Hermann, Bruce; Inzelberg, Rivka; Johnson, Sterling; Khachaturian, Zaven S.; Lichter-Shapira, Irit; Makeeva, Oksana; Mayrl, Robin; Mizrahi, Eli; Roses, Allen D.; Sager, Mark; Fraifeld, Shifra",2010,10.1016/j.jalz.2010.10.001,
"Healthy aging in neighborhoods of diversity across the life span (HANDLS): overcoming barriers to implementing a longitudinal, epidemiologic, urban study of  health, race, and socioeconomic status.","Evans, Michele K.; Lepkowski, James M.; Powe, Neil R.; LaVeist, Thomas; Kuczmarski, Marie Fanelli; Zonderman, Alan B.",2010,NA,
Healthy aging predicts mortality risks: Results from the Korean longitudinal study of aging (2006-2014).,"Kim, Hye Jin; Min, Kyoung-Bok; Min, Jin-Young",2021,10.1016/j.archger.2020.104333,
Healthy lifestyle and normal waist circumference are associated with a lower 5-year risk of type 2 diabetes in middle-aged and elderly individuals: Results from the  healthy aging longitudinal study in Taiwan (HALST).,"Chen, Chu-Chih; Liu, Kiang; Hsu, Chih-Chen; Chang, Hsing-Yi; Chung, Hsiao-Chun; Liu, Jih-Shin; Liu, Yo-Hann; Tsai, Tsung-Lung; Liaw, Wen-Jin; Lin, I.-Ching; Wu, Hsi-Wen; Juan, Chung-Chou; Chiu, Hou-Chang; Lee, Marion M.; Hsiung, Chao A.",2017,10.1097/MD.0000000000006025,
Hearing-impaired elderly people have smaller social networks: A population-based aging study.,"Ogawa, Takaki; Uchida, Yasue; Nishita, Yukiko; Tange, Chikako; Sugiura, Saiko; Ueda, Hiromi; Nakada, Takafumi; Suzuki, Hirokazu; Otsuka, Rei; Ando, Fujiko; Shimokata, Hiroshi",2019,10.1016/j.archger.2019.03.004,
"High urinary catecholamine excretion predicts mortality and functional decline in high-functioning, community-dwelling older persons: MacArthur Studies of Successful  Aging.","Reuben, D. B.; Talvi, S. L.; Rowe, J. W.; Seeman, T. E.",2000,10.1093/gerona/55.10.m618,
High-density vs low-density lipoprotein cholesterol as the risk factor for coronary artery disease and stroke in old age.,"Weverling-Rijnsburger, Annelies W. E.; Jonkers, Iris J. A. M.; van Exel, Eric; Gussekloo, Jacobijn; Westendorp, Rudi G. J.",2003,10.1001/archinte.163.13.1549,
Higher C-Reactive Protein Levels Predict Postoperative Delirium in Older Patients Undergoing Major Elective Surgery: A Longitudinal Nested Case-Control Study.,"Dillon, Simon T.; Vasunilashorn, Sarinnapha M.; Ngo, Long; Otu, Hasan H.; Inouye, Sharon K.; Jones, Richard N.; Alsop, David C.; Kuchel, George A.; Metzger, Eran D.; Arnold, Steven E.; Marcantonio, Edward R.; Libermann, Towia A.",2017,10.1016/j.biopsych.2016.03.2098,
Higher DHEA-S (dehydroepiandrosterone sulfate) levels are associated with depressive symptoms during the menopausal transition: results from the PENN Ovarian Aging  Study.,"Morrison, Mary Frances; Freeman, Ellen W.; Lin, Hui; Sammel, Mary D.",2011,10.1007/s00737-011-0231-5,
Higher Healthy Eating Index-2005 scores associated with reduced symptoms of depression in an urban population: findings from the Healthy Aging in Neighborhoods  of Diversity Across the Life Span (HANDLS) study.,"Kuczmarski, Marie Fanelli; Cremer Sees, Alexandra; Hotchkiss, Lawrence; Cotugna, Nancy; Evans, Michele K.; Zonderman, Alan B.",2010,10.1016/j.jada.2009.11.025,
Higher Levels of Endogenous Estradiol are Associated with Frailty in Postmenopausal Women from the Toledo Study for Healthy Aging.  Miscellaneous Article,"Carcaillon, L.; Garcia-Garcia, F. J.; Tresguerres, J. A. F.; Gutierrez Avila, G.; Kireev, R.; Rodriguez-Manas, L.",2012,10.1210/jc.2012-1271,
Higher serum dehydroepiandrosterone sulfate protects against the onset of depression in the elderly: Findings from the English Longitudinal Study of Aging (ELSA).,"Souza-Teodoro, Luis H.; de Oliveira, Cesar; Walters, Kate; Carvalho, Livia A.",2016,10.1016/j.psyneuen.2015.11.005,
Homocysteine levels and decline in physical function: MacArthur Studies of Successful Aging.,"Kado, Deborah M.; Bucur, Alexander; Selhub, Jacob; Rowe, John W.; Seeman, Teresa",2002,10.1016/s0002-9343(02)01269-x,
Homocysteine levels are associated with bone resorption in pre-frail and frail Spanish women: The Toledo Study for Healthy Aging,"Alvarez-Sanchez, Nuria a; Alvarez-Rios, Ana Isabel b; Guerrero, Juan Miguel a; Garcia-Garcia, Francisco Jose d; Rodriguez-Manas, Leocadio e; Cruz-Chamorro, Ivan a; Lardone, Patricia Judith a; Carrillo-Vico, Antonio a",2018,10.1016/j.exger.2018.04.019,
How much do depressive symptoms affect cognition at the population level? The Monongahela-Youghiogheny Healthy Aging Team (MYHAT) study.,"Ganguli M; Snitz B; Vander Bilt J; Chang CH; Ganguli, Mary; Snitz, Beth; Vander Bilt, Joni; Chang, Chung-Chou H",2009,10.1002/gps.2257,
How useful are the SF-36 sub-scales in older people? Mokken scaling of data from the HALCyon programme.,"Mishra, Gita D.; Gale, Catharine R.; Sayer, Avan Aihie; Cooper, Cyrus; Dennison, Elaine M.; Whalley, Lawrence J.; Craig, Leone; Kuh, Diana; Deary, Ian J.",2011,10.1007/s11136-010-9838-7,
Impact of dopamine-related genetic variants on physical activity in old age - a cohort study.,"Dohrn, Ing-Mari; Papenberg, Goran; Winkler, Elisabeth; Welmer, Anna-Karin",2020,10.1186/s12966-020-00971-2,
Impact of menopausal status on negative mood and depressive symptoms in a longitudinal sample spanning 20 years.,"Campbell, Katherine E.; Dennerstein, Lorraine; Finch, Sue; Szoeke, Cassandra E.",2017,10.1097/GME.0000000000000805,
Impact of Social Isolation on Physical Functioning Among Older Adults: A 9-Year Longitudinal Study of a U.S.-Representative Sample.,"Del Pozo Cruz, Borja; Perales, Francisco; Alfonso-Rosa, Rosa M.; Del Pozo-Cruz, Jesus",2021,10.1016/j.amepre.2021.02.003,
Impact of tissue correction strategy on GABA-edited MRS findings,"Porges, Eric C.; Woods, Adam J.; Lamb, Damon G.; Williamson, John B.; Cohen, Ronald A.; Edden, Richard A. E.; Harris, Ashley D.",2017,10.1016/j.neuroimage.2017.08.073,
Impact of vertigo and dizziness on self-perceived participation and autonomy in older adults: results from the KORA-Age study.,"Mueller, Martin; Strobl, Ralf; Jahn, Klaus; Linkohr, Birgit; Ladwig, Karl Heinz; Mielck, Andreas; Grill, Eva",2014,10.1007/s11136-014-0684-x,
Increase in epinephrine excretion is associated with cognitive decline in elderly men: MacArthur studies of successful aging.,"Karlamangla, Arun S.; Singer, Burton H.; Greendale, Gail A.; Seeman, Teresa E.",2005,10.1016/j.psyneuen.2004.11.004,
Increased postural sway during quiet stance as a risk factor for prospective falls in community-dwelling elderly individuals.,"Johansson, Jonas; Nordström, Anna; Gustafson, Yngve; Westling, Göran; Nordström, Peter",2017,10.1093/ageing/afx083,
Increases in serum non-high-density lipoprotein cholesterol may be beneficial in some high-functioning older adults: MacArthur studies of successful aging.,"Karlamangla, Arun S.; Singer, Burton H.; Reuben, David B.; Seeman, Teresa E.",2004,10.1111/j.1532-5415.2004.52152.x,
Inferior temporal tau is associated with accelerated prospective cortical thinning in clinically normal older adults.,"Scott, Matthew R.; Hampton, Olivia L.; Buckley, Rachel F.; Chhatwal, Jasmeer P.; Hanseeuw, Bernard J.; Jacobs, Heidi Il; Properzi, Michael J.; Sanchez, Justin S.; Johnson, Keith A.; Sperling, Reisa A.; Schultz, Aaron P.",2020,10.1016/j.neuroimage.2020.116991,
Influence Of Exercise And Gardening Activity On Successful Aging: A Six-year Cohort Study: 3016 May 29 2:45 PM - 3:00 PM,"Yang, Yuxin; Wen, Xu",2020,10.1249/01.mss.0000684580.61554.43,
Influence of visual impairment on mortality in the elderly aged 65 years and older in 8 longevity areas in China.,"Cai, M. C.; Zhao, F.; Shen, D.; Lyu, Y. B.; Zhang, X. R.; Zhou, J. H.; Qu, Y. L.; Liu, L.; Liu, Y. C.; Wang, J. N.; Cao, Z. J.; Wu, X. B.; Shi, X. M.; Mao, C.",2020,10.3760/cma.j.issn.0254-6450.2020.01.007,
Influencing factors for depressive symptoms in the elderly aged 65 years and older in 8 longevity areas in China.,"Kang, Q.; Lyu, Y. B.; Wei, Y.; Shi, W. Y.; Duan, J.; Zhou, J. H.; Wang, J. N.; Zhao, F.; Qu, Y. L.; Liu, L.; Liu, Y. C.; Cao, Z. J.; Yu, Q.; Shi, X. M.",2020,10.3760/cma.j.issn.0254-6450.2020.01.005,
Integrated Care for Older People and the Implementation in the INSPIRE Care Cohort.,"Takeda, C; Guyonnet, S; Sumi, Y; Vellas, B; Araujo de Carvalho, I",2020,10.14283/jpad.2020.8,
Interleukin-6 and risk of cognitive decline: MacArthur studies of successful aging.,"Weaver, J. D.; Huang, M.-H.; Albert, M.; Harris, T.; Rowe, J. W.; Seeman, T. E.",2002,10.1212/wnl.59.3.371,
Interrelated factors favoring physical performance and activity in older adults from the NuAge cohort study.,"Matta, Joane; Mayo, Nancy; Dionne, Isabelle J.; Gaudreau, Pierrette; Fülöp, Tamàs; Tessier, Daniel; Gray-Donald, Katherine; Shatenstein, Bryna; Scott, Susan; Morais, José A.",2014,10.1016/j.exger.2014.03.013,
Intrusive pain and worry about health in older men: the CHAMP study.,"Blyth, F. M.; Cumming, R. G.; Nicholas, M. K.; Creasey, H.; Handelsman, D. J.; Le Couteur, D. G.; Naganathan, V.; Sambrook, P. N.; Seibel, M. J.; Waite, L. M.",2011,10.1016/j.pain.2010.11.022,
Is serum uric acid level associated with all-cause mortality in high-functioning older persons: MacArthur studies of successful aging?,"Hu, P.; Seeman, T. E.; Harris, T. B.; Reuben, D. B.",2001,NA,
Is tooth loss important when evaluating perceived general health? Findings from a nationally representative study of Costa Rican adults.,"Barboza-Solís, Cristina; Porras-Chaverri, Mariela; Fantin, Romain",2019,10.1111/cdoe.12466,
Japan Prospective Studies Collaboration for Aging and Dementia (JPSC-AD).,"Ninomiya, Toshiharu",2017,10.11477/mf.1416200818,
Late-Life Physical and Cognitive Activities Independently Contribute to Brain and Cognitive Resilience.,"Casaletto, Kaitlin B.; Rentería, Miguel Arce; Pa, Judy; Tom, Sarah E.; Harrati, Amal; Armstrong, Nicole M.; Rajan, K. Bharat; Mungas, Dan; Walters, Samantha; Kramer, Joel; Zahodne, Laura B.",2020,10.3233/JAD-191114,
Leisure activities and disability in activities of daily living among the oldest-old Chinese population: evidence from the Chinese Longitudinal Healthy Longevity Study.,"Li, Zhi-Hao; Chen, Qing; Byers Kraus, Virginia; Shen, Dong; Zhang, Xi-Ru; Zhang, Pei-Dong; Zhong, Wen-Fang; Lv, Yue-Bin; Huang, Qing-Mei; Song, Wei-Qi; Wang, Dong; Wu, Xian-Bo; Shi, Xiao-Ming; Mao, Chen",2020,10.18632/aging.103287,
Leisure time activities as mediating variables in functional disability progression: An application of parallel latent growth curve modeling.,"Chen, Ya-Mei; Tu, Yu-Kang; Yu, Hsiao-Wei; Chiu, Tzu-Ying; Chiang, Tung-Liang; Chen, Duan-Rung; Chang, Ray-E.",2018,10.1371/journal.pone.0203757,
Life-Space and Cognitive Decline in Older Adults in Different Social and Economic Contexts: Longitudinal Results from the IMIAS Study.,"Caldas, Vescia; Fernandes, Juliana; Vafaei, Afshin; Gomes, Cristiano; Costa, José; Curcio, Carmen; Guerra, Ricardo Oliveira",2020,10.1007/s10823-020-09406-8,
Lifestyle- and diet-related factors in late-life depression--a 5-year follow-up of elderly European men: the FINE study.,"Bots, Sinikka; Tijhuis, Marja; Giampaoli, Simona; Kromhout, Daan; Nissinen, Aulikki",2008,10.1002/gps.1919,
Lifestyle and psychosocial factors and a decline in competence in daily living among Japanese early elderly people: from an age-specified community-based cohort study  (NISSIN project).,"Okabayashi, Satoe; Kawamura, Takashi; Wakai, Kenji; Ando, Masahiko; Tsushita, Kazuyo; Ohira, Hideki; Ukawa, Shigekazu; Tamakoshi, Akiko",2019,10.1186/s12199-019-0787-7,
"Lifestyle, nutritional status, health, and mortality in elderly people across Europe: a review of the longitudinal results of the SENECA study.","de Groot LCP; Verheijden MW; de Henauw S; Schroll M; van Staveren WA; de Groot, Lisette C P M G; Verheijden, Marieke W; de Henauw, Stefaan; Schroll, Marianne; van Staveren, Wija A",2004,10.1093/gerona/59.12.1277,
Lifetime Cocaine and Opiate Use and Chronic Kidney Disease.,"Novick, Tessa; Liu, Yang; Alvanzo, Anika; Zonderman, Alan B.; Evans, Michele K.; Crews, Deidra C.",2016,10.1159/000452348,
Living well with chronic disease for those older adults living in the community.,"Burns, Richard A.; Browning, Colette; Kendig, Hal L.",2017,10.1017/S1041610216002398,
"Longitudinal Associations between Monetary Value of the Diet, DASH Diet Score and the Allostatic Load among Middle-Aged Urban Adults.","Beydoun, May A.; Nkodo, Amelie; Fanelli-Kuczmarski, Marie T.; Maldonado, Ana I.; Beydoun, Hind A.; Popkin, Barry M.; Evans, Michele K.; Zonderman, Alan B.",2019,10.3390/nu11102360,
Longitudinal Change in Performance on the Montreal Cognitive Assessment in Older Adults.,"Cooley, Sarah A.; Heaps, Jodi M.; Bolzenius, Jacob D.; Salminen, Lauren E.; Baker, Laurie M.; Scott, Staci E.; Paul, Robert H.",2015,10.1080/13854046.2015.1087596,
Longitudinal change in the diet's monetary value is associated with its change in quality and micronutrient adequacy among urban adults.,"Beydoun, May A.; Fanelli-Kuczmarski, Marie T.; Poti, Jennifer; Allen, Allyssa; Beydoun, Hind A.; Evans, Michele K.; Zonderman, Alan B.",2018,10.1371/journal.pone.0204141,
Longitudinal changes in hearing sensitivity among men: the Veterans Affairs Normative Aging Study.,"Echt, Katharina V.; Smith, Sherri L.; Burridge, Andrea Backscheider; Spiro, Avron 3rd",2010,10.1121/1.3466878,
Longitudinal changes in physical function and physical activity in older adults.,"Metti, Andrea L.; Best, John R.; Shaaban, C. Elizabeth; Ganguli, Mary; Rosano, Caterina",2018,10.1093/ageing/afy025,
Longitudinal diffusion changes following postoperative delirium in older people without dementia.,"Cavallari, Michele; Dai, Weiying; Guttmann, Charles R. G.; Meier, Dominik S.; Ngo, Long H.; Hshieh, Tammy T.; Fong, Tamara G.; Schmitt, Eva; Press, Daniel Z.; Travison, Thomas G.; Marcantonio, Edward R.; Jones, Richard N.; Inouye, Sharon K.; Alsop, David C.",2017,10.1212/WNL.0000000000004329,
Longitudinal β-Amyloid Deposition and Hippocampal Volume in Preclinical Alzheimer Disease and Suspected Non-Alzheimer Disease Pathophysiology.,"Gordon, Brian A.; Blazey, Tyler; Su, Yi; Fagan, Anne M.; Holtzman, David M.; Morris, John C.; Benzinger, Tammie L. S.",2016,10.1001/jamaneurol.2016.2642,
Longitudinal nutritional changes in aging Australian women.,"Hill, Edward; Hodge, Allison; Clifton, Peter; Shivappa, Nitin; Hebert, James R.; Dennerstein, Lorraine; Campbell, Stephen; Szoeke, Cassandra",2019,10.6133/apjcn.201903_28(1).0019,
Long-lasting active lifestyle and successful cognitive aging in a healthy elderly population: The PROOF cohort.,"Saint Martin, M.; Sforza, E.; Barthélémy, J. C.; Roche, F.; Lefèvre, P.; Liénard, G.; Thomas-Anterion, C.",2017,10.1016/j.neurol.2017.05.009,
Long-term favorable cardiovascular risk profile and 39-year development of major and minor electrocardiographic abnormalities - The Chicago Healthy Aging Study (CHAS).,"Vu, Thanh-Huyen T.; Daviglus, Martha L.; Liu, Kiang; Allen, Norrina B.; Garside, Daniel B.; Lloyd-Jones, Donald M.",2018,10.1016/j.jelectrocard.2018.06.015,
Long-term trajectories of depressive symptoms in old age: Relationships with sociodemographic and health-related factors.,"de la Torre-Luque, Alejandro; de la Fuente, Javier; Prina, Matthew; Sanchez-Niubo, Albert; Haro, Josep Maria; Ayuso-Mateos, Jose Luis",2019,10.1016/j.jad.2018.12.122,
Low mitochondrial DNA content associates with familial longevity: the Leiden Longevity Study.,"van Leeuwen, N.; Beekman, M.; Deelen, J.; van den Akker, E. B.; de Craen, A. J. M.; Slagboom, P. E.; 't Hart, L. M.",2014,10.1007/s11357-014-9629-0,
"Low protein intake, physical activity, and physical function in European and North American community-dwelling older adults: a pooled analysis of four longitudinal aging cohorts.","Mendonça, Nuno; Hengeveld, Linda M; Visser, Marjolein; Presse, Nancy; Canhão, Helena; Simonsick, Eleanor M; Kritchevsky, Stephen B; Newman, Anne B; Gaudreau, Pierrette; Jagger, Carol",2021,10.1093/ajcn/nqab051,
Lower baseline value and greater decline in BMD as independent risk factors for mortality in community dwelling elderly.,"Kim, Kyoung Min; Moon, Jae Hoon; Choi, Sung Hee; Lim, Soo; Lim, Jae Young; Kim, Ki Woong; Jang, Hak Chul",2019,10.1016/j.bone.2019.01.017,
Malondialdehyde and measures of antioxidant activity in subjects from the Belfast Elderly Longitudinal Free-living Aging Study.,"Rea, I. M.; McMaster, D.; Donnelly, J.; McGrath, L. T.; Young, I. S.",2004,10.1196/annals.1297.070,
Marker Placement Reliability and Objectivity for Biomechanical Cohort Study: Healthy Aging in Industrial Environment (HAIE-Program 4).,"Malus, Jan; Skypala, Jiri; Silvernail, Julia Freedman; Uchytil, Jaroslav; Hamill, Joseph; Barot, Tomas; Jandacka, Daniel",2021,10.3390/s21051830,
"Meaning in Life and Its Relationship With Physical, Mental, and Cognitive Functioning: A Study of 1,042 Community-Dwelling Adults Across the Lifespan.","Aftab, Awais; Lee, Ellen E.; Klaus, Federica; Daly, Rebecca; Wu, Tsung-Chin; Tu, Xin; Huege, Steven; Jeste, Dilip V.",2019,10.4088/JCP.19m13064,
Measuring cognitive performance in way that incorporates the concept of active and healthy ageing (AHA).,"Stute, Petra; von Bergen, Mélanie; Bitterlich, Norman; Meissner, Florian; von Wolff, Michael; Poethig, Dagmar",2019,10.1016/j.maturitas.2019.03.018,
Mediterranean diet adherence and cognitive function in older UK adults: the European Prospective Investigation into Cancer and Nutrition-Norfolk (EPIC-Norfolk) Study.,"Shannon, Oliver M.; Stephan, Blossom C. M.; Granic, Antoneta; Lentjes, Marleen; Hayat, Shabina; Mulligan, Angela; Brayne, Carol; Khaw, Kay-Tee; Bundy, Rafe; Aldred, Sarah; Hornberger, Michael; Paddick, Stella-Maria; Muniz-Tererra, Graciela; Minihane, Anne-Marie; Mathers, John C.; Siervo, Mario",2019,10.1093/ajcn/nqz114,
"Mediterranean diet, lifestyle factors, and 10-year mortality in elderly European men and women: the HALE project.","Knoops, Kim T. B.; de Groot, Lisette C. P. G. M.; Kromhout, Daan; Perrin, Anne-Elisabeth; Moreiras-Varela, Olga; Menotti, Alessandro; van Staveren, Wija A.",2004,10.1001/jama.292.12.1433,
Mediterranean-Style Diet Improves Systolic Blood Pressure and Arterial Stiffness in Older Adults.,"Jennings, Amy; Berendsen, Agnes M.; de Groot, Lisette C.P.G.M.; Feskens, Edith J.M.; Brzozowska, Anna; Sicinska, Ewa; Pietruszka, Barbara; Meunier, Nathalie; Caumon, Elodie; Malpuech-Brugère, Corinne; Santoro, Aurelia; Ostan, Rita; Franceschi, Claudio; Gillings, Rachel; O' Neill, Colette M.; Fairweather-Tait, Sue J.; Minihane, Anne-Marie; Cassidy, Aedín",2019,10.1161/HYPERTENSIONAHA.118.12259,
Menopausal hormone therapy is associated with having high blood pressure in postmenopausal women: observational cohort study.,"Chiu, Christine L.; Lujic, Sanja; Thornton, Charlene; O'Loughlin, Aiden; Makris, Angela; Hennessy, Annemarie; Lind, Joanne M.",2012,10.1371/journal.pone.0040260,
"Mental health in the aged: prevalence, covariates and related neuroendocrine, cardiovascular and inflammatory factors of successful aging.","Lacruz, Maria E.; Emeny, Rebecca T.; Bickel, Horst; Cramer, Barbara; Kurz, Alexander; Bidlingmaier, Martin; Huber, Dorothea; Klug, Günther; Peters, Annette; Ladwig, Karl H.",2010,10.1186/1471-2288-10-36,
MESGI50 study: description of a cohort on Maturity and Satisfactory Ageing.,"Corominas Barnadas, Josep María; López-Pousa, Secundino; Vilalta-Franch, Joan; Calvó-Perxas, Laia; Juvinyà Canal, Dolors; Garre-Olmo, Josep",2017,10.1016/j.gaceta.2016.07.017,
Metabolic Syndrome and Neurocognitive Deficits in HIV Infection,"Yu, Beverly BS a; Pasipanodya, Elizabeth; Montoya, Jessica L.; Moore, Raeanne C.; Gianella, Sara MD d; McCutchan, Allen MD e; Ellis, Ron MD b; Heaton, Robert K.; Jeste, Dilip V. MD b; Moore, David J.; Marquine, Maria J.",2019,10.1097/QAI.0000000000001964,
"Metabolite Profiles of Healthy Aging Index Are Associated With Cardiovascular Disease in African Americans: The Health, Aging, and Body Composition Study.","Yeri, Ashish; Murphy, Rachel A.; Marron, Megan M.; Clish, Clary; Harris, Tamara B.; Lewis, Gregory D.; Newman, Anne B.; Murthy, Venkatesh L.; Shah, Ravi V.",2019,10.1093/gerona/glx232,
Midlife Eriksonian psychosocial development: Setting the stage for late-life cognitive and emotional health.,"Malone, Johanna C.; Liu, Sabrina R.; Vaillant, George E.; Rentz, Dorene M.; Waldinger, Robert J.",2016,10.1037/a0039875,
Midlife Long-Hour Working and Later-life Social Engagement Are Associated with Reduced Risks of Mild Cognitive Impairment among Community-Living Singapore Elderly.,"Deng, Jing-Huan; Huang, Kai-Yong; Hu, Xiao-Xiao; Huang, Xiao-Wei; Tang, Xian-Yan; Wei, Xiao; Feng, Lei; Lu, Guo-Dong",2019,10.3233/JAD-180605,
Midlife memory ability accounts for brain activity differences in healthy aging.,"Pudas, Sara; Persson, Jonas; Nilsson, Lars-Göran; Nyberg, Lars",2014,10.1016/j.neurobiolaging.2014.05.022,
Mild cognitive decline. A position statement of the Cognitive Decline Group of the European Innovation Partnership for Active and Healthy Ageing (EIPAHA).,"Apostolo, Joao; Holland, Carol; O'Connell, Matthew D.L.; Feeney, Joanne; Tabares-Seisdedos, Rafael; Tadros, George; Campos, Elzbieta; Santos, Nadine; Robertson, Deirdre A.; Marcucci, Maura; Varela-Nieto, Isabel; Crespo-Facorro, Benedicto; Vieta, Eduard; Navarro-Pardo, Esperanza; Selva-Vera, Gabriel; Balanzá-Martínez, Vicent; Cano, Antonio; O'Connell, Matthew D L",2016,10.1016/j.maturitas.2015.10.008,
Mild Cognitive Deficits and Everyday Functioning Among Older Adults in the Community:  The Monongahela-Youghiogheny Healthy Aging Team Study,"Hughes, Tiffany F.; Chang, Chung-Chou H.; Bilt, Joni Vander M. P. H.; Snitz, Beth E.; Ganguli, Mary M. D.",2012,10.1097/JGP.0b013e3182423961,
Modeling factors that influence exercise and dietary change among midlife Australian women: results from the Healthy Aging of Women Study.,"Anderson, Rhonda; Anderson, Debra; Hurst, Cameron",2010,10.1016/j.maturitas.2010.06.007,
Modifiable factors related to life-space mobility in community-dwelling older adults: results from the Canadian Longitudinal Study on Aging.,"Kuspinar, A.; Verschoor, C. P.; Beauchamp, M. K.; Dushoff, J.; Ma, J.; Amster, E.; Bassim, C.; Dal Bello-Haas, V.; Gregory, M. A.; Harris, J. E.; Letts, L.; Neil-Sztramko, S. E.; Richardson, J.; Valaitis, R.; Vrkljan, B.",2020,10.1186/s12877-020-1431-5,
More than health: quality of life trajectories among older adults-findings from The Irish Longitudinal Study of Ageing (TILDA).,"Ward, M.; McGarrigle, C. A.; Kenny, R. A.",2019,10.1007/s11136-018-1997-y,
More than the epidemiology of Alzheimer's disease: contributions of the Canadian Study of Health and Aging.,"Lindsay, Joan; Sykes, Elizabeth; McDowell, Ian; Verreault, René; Laurin, Danielle",2004,10.1177/070674370404900202,
"Motivations for Botanical Use by Socioeconomically Diverse, Urban Adults: Does Evidence Support Motivation?","Duffy, Grace F.; Shupe, Emily Stave; Kuczmarski, Marie Fanelli; Zonderman, Alan B.; Evans, Michele K.",2017,10.1089/acm.2016.0224,
Motoric cognitive risk syndrome and incident dementia in older adults from the Québec NuAge cohort.,"Beauchet, Olivier; Sekhon, Harmehr; Cooper-Brown, Liam; Launay, Cyrille P.; Gaudreau, Pierrette; Morais, José A.; Allali, Gilles",2021,10.1093/ageing/afaa235,
Multimorbidity and successful aging. The population-based KORA-Age study. German,"Peters, A.; Doring, A.; Ladwig, K.-H.; Meisinger, C.; Linkohr, B.; Autenrieth, C.; Baumeister, S. E.; Behr, J.; Bergner, A.; Bickel, H.; Bidlingmaier, M.; Dias, A.; Emeny, R. T.; Fischer, B.; Grill, E.; Gorzelniak, L.; Hansch, H.; Heidbreder, S.; Heier, M.; Horsch, A.; Huber, D.; Huber, R. M.; Jorres, R. A.; Kaab, S.; Karrasch, S.; Kirchberger, I.; Klug, G.; Kranz, B.; Kuch, B.; Lacruz, M. E.; Lang, O.; Mielck, A.; Nowak, D.; Perz, S.; Schneider, A.; Schulz, H.; Muller, M.; Seidl, H.; Strobl, R.; Thorand, B.; Wende, R.; Weidenhammer, W.; Zimmermann, A.-K.; Wichmann, H.-E.; Holle, R.",2011,10.1007/s00391-011-0245-7,
Neighborhood environments and intrinsic capacity interact to affect the health-related quality of life of older people in New Zealand.,"Stephens, Christine; Allen, Joanne; Keating, Norah; Szabó, Ágnes; Alpass, Fiona",2020,10.1016/j.maturitas.2020.05.008,
