fecha,titulo,autor,co_autores,ano_pub,DOI,revista,edad_45,factores_ee,reporte_rr,reporte_or,envejecimiento_es,cohorte,estudio_ee,accion,comentario
06/10/2021,Vestibular Function and Hippocampal Volume in the Baltimore Longitudinal Study of Aging (BLSA).,Kamil,"Kamil, Rebecca J.; Jacob, Athira; Ratnanather, John Tilak; Resnick, Susan M.; Agrawal, Yuri",2018,10.1097/MAO.0000000000001838,"Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",1,2,2,2,2,4,1,,intervencion
06/10/2021,Twenty-nine year study on circadian distribution of urinary zinc levels of same male subjects.,Kanabrocki,"Kanabrocki, E. L.; Ryan, M. D.; Marks, G.; Friedman, N. C.; Kaplan, E.; Nemchausky, B. A.",2007,,La Clinica terapeutica,2,2,2,2,2,1,2,,
20/09/2021,Influence of aging and sex on voice parameters in patients with unilateral vocal cord paralysis.,Kandogan,"Kandogan, Tolga; Seifert, Eberhart",2005,10.1097/01.mlg.0000161344.23128.9d,The Laryngoscope,2,2,2,2,2,4,2,,
21/09/2021,Influencing factors for depressive symptoms in the elderly aged 65 years and older in 8 longevity areas in China.,Kang,"Kang, Q.; Lyu, Y. B.; Wei, Y.; Shi, W. Y.; Duan, J.; Zhou, J. H.; Wang, J. N.; Zhao, F.; Qu, Y. L.; Liu, L.; Liu, Y. C.; Cao, Z. J.; Yu, Q.; Shi, X. M.",2020,10.3760/cma.j.issn.0254-6450.2020.01.005,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1,2,2,2,2,4,1,,
30/09/2021,Prevalence and Factors Associated With Thriving in Older Adulthood: A 10-Year Population-Based Study.,Kaplan,"Kaplan, Mark S.; Huguet, Nathalie; Orpana, Heather; Feeny, David; McFarland, Bentson H.; Ross, Nancy",2008,10.1093/gerona/63.10.1097,"The journals of gerontology. Series A, Biological sciences and medical sciences",1,1,3,3,1,1,2,3,
06/09/2021,Allostatic load as a predictor of functional decline. MacArthur studies of successful aging.,Karlamangla,"Karlamangla, Arun S.; Singer, Burton H.; McEwen, Bruce S.; Rowe, John W.; Seeman, Teresa E.",2002,10.1016/s0895-4356(02)00399-2,Journal of clinical epidemiology,1,2,2,2,2,1,1,,
20/09/2021,Increase in epinephrine excretion is associated with cognitive decline in elderly men: MacArthur studies of successful aging.,Karlamangla,"Karlamangla, Arun S.; Singer, Burton H.; Greendale, Gail A.; Seeman, Teresa E.",2005,10.1016/j.psyneuen.2004.11.004,Psychoneuroendocrinology,1,2,2,2,2,1,1,,
20/09/2021,Increases in serum non-high-density lipoprotein cholesterol may be beneficial in some high-functioning older adults: MacArthur studies of successful aging.,Karlamangla,"Karlamangla, Arun S.; Singer, Burton H.; Reuben, David B.; Seeman, Teresa E.",2004,10.1111/j.1532-5415.2004.52152.x,Journal of the American Geriatrics Society,1,2,2,2,2,2,1,,
30/09/2021,Reduction in Allostatic Load in Older Adults Is Associated With Lower All-Cause Mortality Risk: MacArthur Studies of Successful Aging,Karlamangla,"Karlamangla, Arun S.; Singer, Burton H.; Seeman, Teresa E.",2006,10.1097/01.psy.0000221270.93985.82,Psychosomatic Medicine,1,2,2,2,2,2,1,,
04/10/2021,Spatial gradients of healthy aging: a study of myelin-sensitive maps.,Karolis,"Karolis, Vyacheslav R.; Callaghan, Martina F.; Tseng, Chieh-En Jane; Hope, Thomas; Weiskopf, Nikolaus; Rees, Geraint; Cappelletti, Marinella",2019,10.1016/j.neurobiolaging.2019.03.002,Neurobiology of aging,2,2,2,2,2,4,2,,
13/09/2021,"Energy, Macronutrients, Dietary Fibre and Salt Intakes in Older Adults in Ireland: Key Sources and Compliance with Recommendations.",Kehoe,"Kehoe, Laura; Walton, Janette; McNulty, Breige A.; Nugent, Anne P.; Flynn, Albert",2021,10.3390/nu13030876,Nutrients,1,2,2,2,2,4,2,,
14/09/2021,"Health, social and lifestyle factors in entry to residential aged care: an Australian longitudinal analysis.",Kendig,"Kendig, Hal; Browning, Colette; Pedlow, Robert; Wells, Yvonne; Thomas, Shane",2010,10.1093/ageing/afq016,Age and ageing,1,2,2,2,2,2,1,,
06/10/2021,Understanding the role of contrasting urban contexts in healthy aging: an international cohort study using wearable sensor devices (the CURHA study protocol).,Kestens,"Kestens, Yan; Chaix, Basile; Gerber, Philippe; Desprès, Michel; Gauvin, Lise; Klein, Olivier; Klein, Sylvain; Köppen, Bernhard; Lord, Sébastien; Naud, Alexandre; Payette, Hélène; Richard, Lucie; Rondier, Pierre; Shareck, Martine; Sueur, Cédric; Thierry, Benoit; Vallée, Julie; Wasfi, Rania",2016,10.1186/s12877-016-0273-7,BMC geriatrics,2,2,2,2,1,4,2,,descripci�n de un proyecto
07/09/2021,"Commentary on """"""""Developing a national strategy to prevent dementia: Leon Thal Symposium 2009."""""""" Creating a national database for successful aging.",Khachaturian,"Khachaturian, Ara S.; Sabbagh, Marwan",2010,10.1016/j.jalz.2010.01.012,Alzheimer's & dementia : the journal of the Alzheimer's Association,2,2,2,2,2,4,2,,
20/09/2021,Healthy aging and preclinical dementia: the United States-Israel Longitudinal Database project.,Khachaturian,"Khachaturian, Ara S.; Chapman, Joab; Farrer, Lindsay; Friedland, Robert P.; Ebstein, Richard; Grossman, Iris; Hendler, Talma; Hermann, Bruce; Inzelberg, Rivka; Johnson, Sterling; Khachaturian, Zaven S.; Lichter-Shapira, Irit; Makeeva, Oksana; Mayrl, Robin; Mizrahi, Eli; Roses, Allen D.; Sager, Mark; Fraifeld, Shifra",2010,10.1016/j.jalz.2010.10.001,Alzheimer's & dementia : the journal of the Alzheimer's Association,2,2,2,2,1,4,1,,
04/10/2021,"Socioeconomic status, health-related behaviours, and death among older people: the Concord health and aging in men project prospective cohort study.",Khalatbari-Soltani,"Khalatbari-Soltani, Saman; Blyth, Fiona M.; Naganathan, Vasi; Handelsman, David J.; Le Couteur, David G.; Seibel, Markus J.; Waite, Louise M.; Cvejic, Erin; Cumming, Robert G.",2020,10.1186/s12877-020-01648-y,BMC geriatrics,1,2,2,2,2,3,1,,
04/10/2021,Socioeconomic inequalities in health in the context of multimorbidity: A Korean panel study.,Ki,"Ki, Myung; Lee, Yo Han; Kim, Yong-Soo; Shin, Ji-Yeon; Lim, Jiseun; Nazroo, James",2017,10.1371/journal.pone.0173770,PloS one,1,2,2,2,2,3,2,,
06/10/2021,The ODIN project: Development of food-based approaches for prevention of vitamin D deficiency throughout life.,Kiely,"Kiely, M.; Cashman, K. D.",2015,10.1111/nbu.12159,Nutrition Bulletin,2,2,2,2,2,4,1,,Review del proyecto
06/10/2021,The relationship between gait dynamics and future cognitive decline: a prospective pilot study in geriatric patients.,Kikkert,"Kikkert, Lisette H. J.; Vuillerme, Nicolas; van Campen, Jos P.; Appels, Bregje A.; Hortobágyi, Tibor; Lamoth, Claudine J. C.",2018,10.1017/S1041610217002770,International psychogeriatrics,1,2,2,2,2,2,2,,Estudio piloto 
06/09/2021,Are people healthier if their partners are more optimistic? The dyadic effect of optimism on health among older adults.,Kim,"Kim, Eric S.; Chopik, William J.; Smith, Jacqui",2014,10.1016/j.jpsychores.2014.03.104,Journal of psychosomatic research,1,2,2,2,2,5,2,,
14/09/2021,"Factors affecting the survival probability of becoming a centenarian for those aged 70, based on the human mortality database: income, health expenditure, telephone,  and sanitation.",Kim,"Kim, Jong In; Kim, Gukbin",2014,10.1186/1471-2318-14-113,BMC geriatrics,1,2,2,2,2,4,2,,
20/09/2021,Healthy aging predicts mortality risks: Results from the Korean longitudinal study of aging (2006-2014).,Kim,"Kim, Hye Jin; Min, Kyoung-Bok; Min, Jin-Young",2021,10.1016/j.archger.2020.104333,Archives of gerontology and geriatrics,1,2,2,2,1,1,1,,
21/09/2021,Life satisfaction and frequency of doctor visits.,Kim,"Kim, Eric S.; Park, Nansook; Sun, Jennifer K.; Smith, Jacqui; Peterson, Christopher",2014,10.1097/PSY.0000000000000024,Psychosomatic medicine,1,2,2,2,2,1,2,,
22/09/2021,Lower baseline value and greater decline in BMD as independent risk factors for mortality in community dwelling elderly.,Kim,"Kim, Kyoung Min; Moon, Jae Hoon; Choi, Sung Hee; Lim, Soo; Lim, Jae Young; Kim, Ki Woong; Jang, Hak Chul",2019,10.1016/j.bone.2019.01.017,Bone,1,2,2,2,2,3,1,,
24/09/2021,Optimism and Healthy Aging in Women and Men.,Kim,"Kim, Eric S.; James, Peter; Zevon, Emily S.; Trudel-Fitzgerald, Claudia; Kubzansky, Laura D.; Grodstein, Francine",2019,10.1093/aje/kwz056,American journal of epidemiology,1,1,3,3,1,1,2,,
04/10/2021,Social factors associated with centenarian rate (CR) in 32 OECD countries.,Kim,"Kim, Jong In",2013,10.1186/1472-698X-13-16,BMC international health and human rights,2,2,2,2,1,4,2,,
05/10/2021,Successful Aging and Mortality Risk: The Korean Longitudinal Study of Aging (2006-2014).,Kim,"Kim, Hye-Jin; Min, Jin-Young; Min, Kyoung-Bok",2019,10.1016/j.jamda.2018.12.010,Journal of the American Medical Directors Association,1,2,2,2,1,1,1,,ee y mortalidad
14/09/2021,Exploring the acceptability and feasibility of conducting a large longitudinal population-based study in Canada.,Kirkland,"Kirkland, Susan A.; Raina, Parminder S.; Wolfson, Christina; Strople, Geoff; Kits, Olga; Dukeshire, Steven; Angus, Camille L.; Szala-Meneok, Karen; Uniat, Jennifer; Keshavarz, Homa; Furlini, Linda; Pelletier, Amélie",2009,10.1017/S0714980809990043,Canadian journal on aging = La revue canadienne du vieillissement,2,2,2,2,2,4,1,,Reporte de aceptabilidad y factibilidad de un estudio. 
05/10/2021,Successful aging: implications for oral health.,Kiyak,"Kiyak, H. A.",2000,10.1111/j.1752-7325.2000.tb03335.x,Journal of public health dentistry,2,2,2,2,2,4,2,,Comentario
06/09/2021,Applying Automated MR-Based Diagnostic Methods to the Memory Clinic: A Prospective Study.,KlÃ¶ppel,"Klöppel, Stefan; Peter, Jessica; Ludl, Anna; Pilatus, Anne; Maier, Sabrina; Mader, Irina; Heimbach, Bernhard; Frings, Lars; Egger, Karl; Dukart, Juergen; Schroeter, Matthias L.; Perneczky, Robert; Häussermann, Peter; Vach, Werner; Urbach, Horst; Teipel, Stefan; Hüll, Michael; Abdulkadir, Ahmed",2015,10.3233/JAD-150334,Journal of Alzheimer's Disease,1,2,2,2,2,4,2,,
01/10/2021,Separating Symptomatic Alzheimer's Disease from Depression based on Structural MRI.,KlÃ¶ppel,"Klöppel, Stefan; Kotschi, Maria; Peter, Jessica; Egger, Karl; Hausner, Lucrezia; Frölich, Lutz; Förster, Alex; Heimbach, Bernhard; Normann, Claus; Vach, Werner; Urbach, Horst; Abdulkadir, Ahmed",2018,10.3233/JAD-170964,Journal of Alzheimer's disease : JAD,1,2,2,2,2,4,2,,
13/09/2021,Dorsal White Matter Integrity and Name Retrieval in Midlife.,Kljajevic,"Kljajevic, Vanja; Erramuzpe, Asier",2019,10.2174/1874609812666190614110214,Current aging science,1,2,2,2,2,4,2,,
21/09/2021,Lack of effect of the apolipoprotein E ε4 genotype on cognition during healthy aging.,Knight,"Knight, Robert G.; Tsui, Helen S. L.; Abraham, Wickliffe C.; Skeaff, C. Murray; McMahon, Jennifer A.; Cutfield, Nicholas J.",2014,10.1080/13803395.2014.935706,Journal of clinical and experimental neuropsychology,1,2,2,2,2,3,2,,
30/09/2021,Quantitative T(1) and T(2) MRI signal characteristics in the human brain: different patterns of MR contrasts in normal ageing.,Knight,"Knight, Michael J.; McCann, Bryony; Tsivos, Demitra; Couthard, Elizabeth; Kauppinen, Risto A.",2016,10.1007/s10334-016-0573-0,"Magma (New York, N.Y.)",1,2,2,2,2,4,2,,
09/09/2021,Comparison of three different dietary scores in relation to 10-year mortality in elderly European subjects: the HALE project.,Knoops,"Knoops, K. T. B.; Groot de, L. C.; Fidanza, F.; Alberti-Fidanza, A.; Kromhout, D.; van Staveren, W. A.",2006,10.1038/sj.ejcn.1602378,European journal of clinical nutrition,1,2,2,2,2,2,1,,
22/09/2021,"Mediterranean diet, lifestyle factors, and 10-year mortality in elderly European men and women: the HALE project.",Knoops,"Knoops, Kim T. B.; de Groot, Lisette C. P. G. M.; Kromhout, Daan; Perrin, Anne-Elisabeth; Moreiras-Varela, Olga; Menotti, Alessandro; van Staveren, Wija A.",2004,10.1001/jama.292.12.1433,JAMA,1,2,2,2,2,1,1,,
07/09/2021,Childhood conditions and productive aging in China.,Ko,"Ko, Pei-Chun; Yeung, Wei-Jun Jean",2019,10.1016/j.socscimed.2018.09.051,Social science & medicine (1982),1,1,3,3,1,5,2,3,Envejecimiento productivo 
05/10/2021,The development and validation of an index to predict 10-year mortality risk in a longitudinal cohort of older English adults.,Kobayashi,"Kobayashi, Lindsay C.; Jackson, Sarah E.; Lee, Sei J.; Wardle, Jane; Steptoe, Andrew",2017,10.1093/ageing/afw199,Age and ageing,1,2,2,2,2,4,1,,
01/10/2021,Self-reported sleep disturbances are associated with poorer cognitive performance in older adults with hypertension: a multi-parameter risk factor investigation.,Kohn,"Kohn, Jordan N.; Troyer, Emily; Guay-Ross, Robert N.; Wilson, Kathleen; Walker, Amanda; Spoon, Chad; Pruitt, Christopher; Lyasch, Gary; Pung, Meredith A.; Milic, Milos; Redwine, Laura S.; Hong, Suzi",2020,10.1017/S1041610219001492,International psychogeriatrics,1,2,2,2,2,4,1,,
02/09/2021,Adolescent self-control behavior predicts body weight through the life course: a prospective birth cohort study.,Koike,"Koike, S.; Hardy, R.; Richards, M.",2016,10.1038/ijo.2015.213,International journal of obesity (2005),1,2,2,2,2,4,2,,
02/09/2021,"""""Tough Times Have Become Good Times: Resilience in Older Adults With a Low Socioeconomic Position.",Kok,"Kok, Almar A L; Nes, Fenna van; Deeg, Dorly J H; Widdershoven, Guy; Huisman, Martijn",2018,10.1093/geront/gny007,Gerontologist,1,1,2,2,1,4,1,2,Estudio cualitativo
07/09/2021,Capturing the Diversity of Successful Aging: An Operational Definition Based on 16-Year Trajectories of Functioning.,Kok,"Kok, Almar A. L.; Aartsen, Marja J.; Deeg, Dorly J. H.; Huisman, Martijn",2017,10.1093/geront/gnv127,The Gerontologist,1,2,2,2,1,1,1,,
01/10/2021,Risk factors for lower urinary tract symptoms suggestive of benign prostatic hyperplasia in a community based population of healthy aging men: the Krimpen Study.,Kok,"Kok, Esther Tanja; Schouten, Boris W.; Bohnen, Arthur M.; Groeneveld, Frans P. M. W.; Thomas, Siep; Bosch, J. L. H. Ruud",2009,10.1016/j.juro.2008.10.025,The Journal of urology,1,2,2,2,2,1,2,,
04/10/2021,Socioeconomic inequalities in a 16-year longitudinal measurement of successful ageing.,Kok,"Kok, Almar A. L.; Aartsen, Marja J.; Deeg, Dorly J. H.; Huisman, Martijn",2016,10.1136/jech-2015-206938,Journal of epidemiology and community health,1,1,3,3,1,1,1,,Indice de EE
05/10/2021,The Effects of Life Events and Socioeconomic Position in Childhood and Adulthood on Successful Aging.,Kok,"Kok, Almar A. L.; Aartsen, Marja J.; Deeg, Dorly J. H.; Huisman, Martijn",2017,10.1093/geronb/gbw111,"The journals of gerontology. Series B, Psychological sciences and social sciences",1,1,3,3,1,1,2,,
21/09/2021,Longitudinal profiles of mental well-being as correlates of successful aging in middle age,Kokko,"Kokko, Katja; Feldt, Taru",2018,10.1177/0165025417739177,Journal of Behavioral Development,1,2,2,2,1,1,2,3,
04/10/2021,"Social determinants, health status and 10-year mortality among 10,906 older adults from the English longitudinal study of aging: the ATHLOS project.",Kollia,"Kollia, Natasa; Caballero, Francisco Félix; Sánchez-Niubó, Albert; Tyrovolas, Stefanos; Ayuso-Mateos, José Luis; Haro, Josep Maria; Chatterji, Somnath; Panagiotakos, Demosthenes B.",2018,10.1186/s12889-018-6288-6,BMC public health,1,1,3,3,1,3,1,3,
07/09/2021,Capturing the diversity of working age life-courses: A European perspective on cohorts born before 1945.,Komp-Leukkunen,"Komp-Leukkunen, Kathrin",2019,10.1371/journal.pone.0212400,PloS one,2,2,2,2,2,1,1,,
20/09/2021,Identification of gut microbiome signatures associated with longevity provides a promising modulation target for healthy aging.,Kong,"Kong, Fanli; Deng, Feilong; Li, Ying; Zhao, Jiangchao",2019,10.1080/19490976.2018.1494102,Gut microbes,1,2,2,2,2,4,2,,
02/09/2021,"A Prospective Study of High-Density Lipoprotein Cholesterol, Cholesteryl Ester Transfer Protein Gene Variants, and Healthy Aging in Very Old Japanese-American Men.",Koropatnick,"Koropatnick, Tanya A.; Kimbell, Jennifer; Chen, Randi; Grove, John S.; Donlon, Timothy A.; Masaki, Kamal H.; Rodriguez, Beatriz L.; Wilcox, Bradley J.; Yano, Katsuhiko; Curb, J. David",2008,10.1093/gerona/63.11.1235,Journals of Gerontology Series A: Biological Sciences & Medical Sciences,1,2,2,2,2,3,2,,
06/09/2021,Age-Related Changes in Physical Fitness Among Community-Living Middle-Aged and Older Japanese: A 12-Year Longitudinal Study.,Kozakai,"Kozakai, Rumi; Nishita, Yukiko; Otsuka, Rei; Ando, Fujiko; Shimokata, Hiroshi",2020,10.1080/02701367.2019.1697418,Research quarterly for exercise and sport,1,2,2,2,2,1,2,,
13/09/2021,Dimensions of Religious Involvement Represent Positive Pathways in Cognitive Aging.,Kraal,"Kraal, A. Zarina; Sharifian, Neika; Zaheed, Afsara B.; Sol, Ketlyne; Zahodne, Laura B.",2019,10.1177/0164027519862745,Research on aging,1,2,2,2,2,3,2,,
30/09/2021,Prospective association between late-life physical activity and hospital care utilisation: a 7-year nationwide follow-up study.,Ku,"Ku, Po-Wen; Steptoe, Andrew; Chen, Yi-Huei; Chen, Li-Jung; Lin, Ching-Heng",2017,10.1093/ageing/afw202,Age and ageing,1,2,2,2,2,3,2,,
04/10/2021,Social conditions and distress in elderly persons: findings from the MacArthur Studies of Successful Aging.,Kubzansky,Kubzansky LD; Berkman LF; Seeman TE,2000,,Journals of Gerontology Series B: Psychological Sciences & Social Sciences,1,2,2,2,2,4,1,,
20/09/2021,Higher Healthy Eating Index-2005 scores associated with reduced symptoms of depression in an urban population: findings from the Healthy Aging in Neighborhoods  of Diversity Across the Life Span (HANDLS) study.,Kuczmarski,"Kuczmarski, Marie Fanelli; Cremer Sees, Alexandra; Hotchkiss, Lawrence; Cotugna, Nancy; Evans, Michele K.; Zonderman, Alan B.",2010,10.1016/j.jada.2009.11.025,Journal of the American Dietetic Association,2,2,2,2,2,4,1,,
02/09/2021,A life course approach to healthy ageing: the HALCyon programme.,Kuh,"Kuh, D; Cooper, R; Richards, M; Gale, C; von Zglinicki, T; Guralnik, J",2012,10.1016/j.puhe.2012.01.025,Public health,2,2,2,2,1,4,1,2,Serie de conferencias
05/10/2021,Systemic Inflammation and Cardio-Renal Organ Damage Biomarkers in Middle Age Are Associated With Physical Capability Up to 9 Years Later.,Kuh,"Kuh, Diana; Cooper, Rachel; Sattar, Naveed; Welsh, Paul; Hardy, Rebecca; Ben-Shlomo, Yoav",2019,10.1161/CIRCULATIONAHA.118.037332,Circulation,1,2,2,2,2,1,2,,
30/09/2021,"Predicting 3-year mortality and admission to acute-care hospitals, skilled nursing facilities, and long-term care facilities in Medicare beneficiaries.",Kurichi,"Kurichi, Jibby E.; Bogner, Hillary R.; Streim, Joel E.; Xie, Dawei; Kwong, Pui L.; Saliba, Debra; Hennessy, Sean",2017,10.1016/j.archger.2017.08.005,Archives of gerontology and geriatrics,2,2,2,2,2,1,2,,
30/09/2021,"Predictive Indices for Functional Improvement and Deterioration, Institutionalization, and Death Among Elderly Medicare Beneficiaries.",Kurichi,"Kurichi, Jibby E.; Kwong, Pui L.; Xie, Dawei; Bogner, Hillary R.",2017,10.1016/j.pmrj.2017.04.005,"PM & R : the journal of injury, function, and rehabilitation",1,2,2,2,2,2,2,,
22/09/2021,Modifiable factors related to life-space mobility in community-dwelling older adults: results from the Canadian Longitudinal Study on Aging.,Kuspinar,"Kuspinar, A.; Verschoor, C. P.; Beauchamp, M. K.; Dushoff, J.; Ma, J.; Amster, E.; Bassim, C.; Dal Bello-Haas, V.; Gregory, M. A.; Harris, J. E.; Letts, L.; Neil-Sztramko, S. E.; Richardson, J.; Valaitis, R.; Vrkljan, B.",2020,10.1186/s12877-020-1431-5,BMC geriatrics,1,2,2,2,2,1,1,,
24/09/2021,Penetrance and the Healthy Elderly.,Lacaze,"Lacaze, Paul; Winship, Ingrid; McNeil, John",2017,10.1089/gtmb.2017.0126,Genetic testing and molecular biomarkers,2,2,2,2,2,4,1,,
20/09/2021,Impact of physical activity on the risk of cardiovascular disease in middle-aged and older adults: EPIC Norfolk prospective population study.,Lachman,"Lachman, Sangeeta; Boekholdt, S. Matthijs; Luben, Robert N.; Sharp, Stephen J.; Brage, Soren; Khaw, Kay-Tee; Peters, Ron Jg; Wareham, Nicholas J.",2018,10.1177/2047487317737628,European journal of preventive cardiology,2,2,2,2,2,3,2,,
06/09/2021,Age-Related Alterations in Endocrine Markers Do Not Match Changes in Psychosocial Measures: Findings From the Men's Health 40+ Longitudinal Study.,Lacker,"Lacker, T. J.; Walther, A.; Ehlert, U.",2020,10.1177/1557988320926332,American journal of men's health,1,1,3,3,1,1,2,,
06/09/2021,Aging Well Among Women Veterans Compared With Non-Veterans in the Women's Health Initiative.,LaCroix,"LaCroix, Andrea Z.; Rillamas-Sun, Eileen; Woods, Nancy F.; Weitlauf, Julie; Zaslavsky, Oleg; Shih, Regina; LaMonte, Michael J.; Bird, Chloe; Yano, Elizabeth M.; LeBoff, Meryl; Washington, Donna; Reiber, Gayle",2016,10.1093/geront/gnv124,The Gerontologist,1,1,3,3,1,4,2,3,
22/09/2021,"Mental health in the aged: prevalence, covariates and related neuroendocrine, cardiovascular and inflammatory factors of successful aging.",Lacruz,"Lacruz, Maria E.; Emeny, Rebecca T.; Bickel, Horst; Cramer, Barbara; Kurz, Alexander; Bidlingmaier, Martin; Huber, Dorothea; Klug, Günther; Peters, Annette; Ladwig, Karl H.",2010,10.1186/1471-2288-10-36,BMC medical research methodology,1,1,3,3,1,1,1,,
09/09/2021,"Cross-sectional and longitudinal factors influencing physical activity of 65 to 75-year-olds: a pan European cohort study based on the survey of health, ageing and retirement in Europe (SHARE).",LÃ¼bs,"Lübs, Lena; Peplies, Jenny; Drell, Carina; Bammann, Karin",2018,10.1186/s12877-018-0781-8,BMC Geriatrics,1,2,2,2,2,1,1,,
01/10/2021,Searching for Primary Predictors of Conversion from Mild Cognitive Impairment to Alzheimer's Disease: A Multivariate Follow-Up Study.,LÃ³pez,"López, María Eugenia; Turrero, Agustín; Cuesta, Pablo; López-Sanz, David; Bruña, Ricardo; Marcos, Alberto; Gil, Pedro; Yus, Miguel; Barabash, Ana; Cabranes, José Antonio; Maestú, Fernando; Fernández, Alberto",2016,10.3233/JAD-151034,Journal of Alzheimer's disease : JAD,2,2,2,2,2,3,2,,
05/10/2021,Synchronization during an internally directed cognitive state in healthy aging and mild cognitive impairment: a MEG study.,LÃ³pez,"López, María Eugenia; Garcés, Pilar; Cuesta, Pablo; Castellanos, Nazareth P.; Aurtenetxe, Sara; Bajo, Ricardo; Marcos, Alberto; Montenegro, Mercedes; Yubero, Raquel; del Pozo, Francisco; Sancho, Miguel; Maestú, Fernando",2014,10.1007/s11357-014-9643-2,"Age (Dordrecht, Netherlands)",2,2,2,2,2,4,2,,
24/09/2021,Odor identification as a biomarker of preclinical AD in older adults at risk.,Lafaille-Magnan,"Lafaille-Magnan, Marie-Elyse; Poirier, Judes; Etienne, Pierre; Tremblay-Mercier, Jennifer; Frenette, Joanne; Rosa-Neto, Pedro; Breitner, John C. S.",2017,10.1212/WNL.0000000000004159,Social science & medicine (1982),1,2,2,2,2,4,1,,
01/10/2021,Serial circulating omega 3 polyunsaturated fatty acids and healthy ageing among older adults in the Cardiovascular Health Study: prospective cohort study.,Lai,"Lai, Heidi Tm; de Oliveira Otto, Marcia C.; Lemaitre, Rozenn N.; McKnight, Barbara; Song, Xiaoling; King, Irena B.; Chaves, Paulo Hm; Odden, Michelle C.; Newman, Anne B.; Siscovick, David S.; Mozaffarian, Dariush",2018,10.1136/bmj.k4067,BMJ (Clinical research ed.),1,1,3,3,1,2,2,,
07/09/2021,Brain-derived neurotrophic factor (BDNF) gene: a gender-specific role in cognitive function during normal cognitive aging of the MEMO-Study?,Laing,"Laing, Katharine R.; Mitchell, David; Wersching, Heike; Czira, Maria E.; Berger, Klaus; Baune, Bernhard T.",2012,10.1007/s11357-011-9275-8,"Age (Dordrecht, Netherlands)",1,2,2,2,2,4,2,,
05/10/2021,The Aging Brain Care Medical Home: Preliminary Data.,LaMantia,"LaMantia, Michael A.; Alder, Catherine A.; Callahan, Christopher M.; Gao, Sujuan; French, Dustin D.; Austrom, Mary G.; Boustany, Karim; Livin, Lee; Bynagari, Bharath; Boustani, Malaz A.",2015,10.1111/jgs.13447,Journal of the American Geriatrics Society,2,2,2,2,2,5,2,,
06/09/2021,Associations of decision making abilities with blood pressure values in older adults.,Lamar,"Lamar, Melissa; Wilson, Robert S.; Yu, Lei; Stewart, Christopher C.; Bennett, David A.; Boyle, Patricia A.",2020,10.1097/HJH.0000000000002220,Journal of hypertension,1,2,2,2,2,2,1,,
22/09/2021,Measurement and predictors of resilience among community-dwelling older women.,Lamond,"Lamond, Amanda J.; Depp, Colin A.; Allison, Matthew; Langer, Robert; Reichstadt, Jennifer; Moore, David J.; Golshan, Shahrokh; Ganiats, Theodore G.; Jeste, Dilip V.",2008,10.1016/j.jpsychires.2008.03.007,Journal of psychiatric research,1,2,2,2,1,2,2,3,
07/09/2021,"Childhood adversity, midlife generativity, and later life well-being.",Landes,"Landes, Scott D.; Ardelt, Monika; Vaillant, George E.; Waldinger, Robert J.",2014,10.1093/geronb/gbu055,Journals of Gerontology Series B: Psychological Sciences & Social Sciences,1,1,3,3,1,5,1,3,
14/09/2021,Factors Influencing Longitudinal Stair Climb Performance from Midlife to Early Late Life: The Study of Women's Health Across the Nation Chicago and Michigan Sites.,Lange-Maia,"Lange-Maia, B. S.; Karvonen-Gutierrez, C. A.; Strotmeyer, E. S.; Avery, E. F.; Appelhans, B. M.; Fitzpatrick, S. L.; Janssen, I.; Dugan, S. A.; Kravitz, H. M.",2019,10.1007/s12603-019-1254-2,"The journal of nutrition, health & aging",1,2,2,2,2,1,2,,
06/09/2021,Association of 10-Year C-Reactive Protein Trajectories With Markers of Healthy Aging: Findings From the English Longitudinal Study of Aging.,Lassale,"Lassale, Camille; Batty, G. David; Steptoe, Andrew; Cadar, Dorina; Akbaraly, Tasnime N.; Kivimäki, Mika; Zaninotto, Paola",2019,10.1093/gerona/gly028,"The journals of gerontology. Series A, Biological sciences and medical sciences",1,1,2,1,1,3,1,,
22/09/2021,Methodology approaches and challenges in population-based longitudinal study of a neuroprotective model for healthy longevity.,Lau,"Lau, Huijin; Shahar, Suzana; Hussin, Norlela; Kamarudin, Mohd Za; Hamid, Tengku At; Mukari, Siti Z.-Ms; Rajab, Nor F.; Din, Normah C.; Omar, Azahadi; Singh, Devinder Ka; Haron, Hasnah; Sharif, Razinah; Yahya, Hanis M.; Fitri, Arimi; Manaf, Zahara A.; Mohammed, Zainora; Ishak, Wan S.",2019,10.1111/ggi.13598,Geriatrics & gerontology international,1,2,2,2,1,1,2,3,
07/09/2021,Changing the balance of social care for older people: simulating scenarios under demographic ageing in New Zealand.,Layâ€Yee,"Lay‐Yee, Roy; Pearson, Janet; Davis, Peter; Randow, Martin; Kerse, Ngaire; Brown, Laurie",2017,10.1111/hsc.12394,Health & Social Care in the Community,2,2,2,2,2,4,2,,
07/09/2021,Benefits and challenges of research with the oldest old for participants and nurses.,Leahy,Leahy MJ; Thurber D; Calvert JF Jr.,2005,,Geriatric Nursing,1,2,2,2,2,4,1,,Habla de los beneficios de estudiar a personas de un grupo de estudio.
