"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5TIG74EP","journalArticle","2010","Kuczmarski, Marie Fanelli; Cremer Sees, Alexandra; Hotchkiss, Lawrence; Cotugna, Nancy; Evans, Michele K.; Zonderman, Alan B.","Higher Healthy Eating Index-2005 scores associated with reduced symptoms of depression in an urban population: findings from the Healthy Aging in Neighborhoods  of Diversity Across the Life Span (HANDLS) study.","Journal of the American Dietetic Association","","1878-3570 0002-8223","10.1016/j.jada.2009.11.025","","BACKGROUND: Depression affects more than 15 million Americans in a given year. Compared to physical health, less is known about the affect of diet quality on  symptoms of depression. OBJECTIVE: This study investigated the relationship between  diet quality and reported symptoms of depression in a low-income urban population.  SUBJECTS/SETTING: Subjects included 1,118 African-American and white adults, aged 30  to 64 years, living in Baltimore, MD, and represented a subsample of the initial  examination and recruitment phase of the Healthy Aging in Neighborhoods of Diversity  across the Life Span study. METHODS: Nutrition data were based on two 24-hour  dietary recalls collected by trained interviewers using the US Department of  Agriculture Automated Multiple Pass Method. Diet quality was calculated using the US  Department of Agriculture Healthy Eating Index (HEI)-2005. Depressive symptoms were  assessed by a trained interviewer using the Center for Epidemiologic Studies  Depression scale. STATISTICAL ANALYSIS: Both linear and logistic regression analyses  were used to examine whether or not diet quality was associated with depressive  symptoms. The dependent variable was depressive symptoms and independent variables  included HEI-2005, race, sex, age, education, income, and food-assistance program  participation. RESULTS: Mean HEI-2005 score was 52.17+/-0.40 (out of 100). Mean  Center for Epidemiologic Studies Depression scale score was 11.64+/-0.25 (out of  40). Diet quality was significantly associated with reported symptoms of depression.  However, income was a significantly stronger predictor of depression compared to  diet quality, education, and sex. CONCLUSIONS: Registered dietitians should be aware  of relationships between psychological status and nutritional health when assisting  clients to better manage their food choices to improve their overall health and  quality of life.","2010-03","2021-08-16 22:44:53","2021-08-18 23:08:34","","383-389","","3","110","","J Am Diet Assoc","","","","","","","","eng","Copyright 2010 American Dietetic Association. Published by Elsevier Inc. All rights reserved.","","","","","","PMID: 20184988  PMCID: PMC2850196","","","","Humans; Middle Aged; Risk Factors; Female; Male; Adult; Longitudinal Studies; Quality of Life; Socioeconomic Factors; Prospective Studies; Logistic Models; Urban Population; Human; Aging -- Psychosocial Factors; Linear Models; Psychometrics; Aging/psychology; Diet/*standards; European Continental Ancestry Group/psychology/statistics & numerical data; Urban Population/*statistics & numerical data; *Diet Surveys; Baltimore/epidemiology; African Americans/*psychology/statistics & numerical data; Depression/*epidemiology/psychology; Middle Age; Surveys; Black Persons -- Psychosocial Factors; White Persons -- Psychosocial Factors; Center for Epidemiological Studies Depression Scale; Diet -- Standards; Linear Regression; Depression -- Epidemiology; Logistic Regression; Depression -- Psychosocial Factors; Black Persons -- Statistics and Numerical Data; Maryland; White Persons -- Statistics and Numerical Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCMQ35E8","journalArticle","2010","Ganguli, Mary; Snitz, Beth E.; Lee, Ching-Wen; Vanderbilt, Joni; Saxton, Judith A.; Chang, Chung-Chou H.","Age and education effects and norms on a cognitive test battery from a population-based cohort: the Monongahela-Youghiogheny Healthy Aging Team.","Aging & mental health","","1364-6915 1360-7863","10.1080/13607860903071014","","Objectives: Performance on cognitive tests can be affected by age, education, and also selection bias. We examined the distribution of scores on several cognitive screening tests by age and educational levels in a population-based cohort. Method: An age-stratified random sample of individuals aged 65+ years was drawn from the electoral rolls of an urban US community. Those obtaining age and education-corrected scores >=21/30 on the Mini-Mental State Examination (MMSE) were designated as cognitively normal or only mildly impaired, and underwent a full assessment including a battery of neuropsychological tests. Participants were also rated on the Clinical Dementia Rating (CDR) scale. The distribution of neuropsychological test scores within demographic strata, among those receiving a CDR of 0 (no dementia), are reported here as cognitive test norms. After combining individual test scores into cognitive domain composite scores, multiple linear regression models were used to examine associations of cognitive test performance with age and education. Results: In this cognitively normal sample of older adults, younger age and higher education were associated with better performance in all cognitive domains. Age and education together explained 22% of the variation of memory, and less of executive function, language, attention, and visuospatial function. Conclusion: Older age and lesser education are differentially associated with worse neuropsychological test performance in cognitively normal older adult representatives of the community at large. The distribution of scores in these participants can serve as population-based norms for these tests, and can be especially useful to clinicians and researchers assessing older adults outside specialty clinic settings. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","2010-01","2021-08-16 22:44:53","2021-08-18 19:21:01","","100-107","","1","14","","Aging Ment Health","","","","","","","","eng","","","","","","","PMID: 20155526  PMCID: PMC2828360","","","","Aged; Humans; Index Medicus; Female; Male; Aged, 80 and over; Cohort Studies; Educational Status; Analysis of Variance; Age Factors; Cognition Disorders -- diagnosis; Cognition Disorders -- epidemiology; Linear Models; Pennsylvania/epidemiology; *Neuropsychological Tests/statistics & numerical data; Cognition Disorders/*diagnosis/epidemiology; Neuropsychological Tests -- statistics & numerical data; Pennsylvania -- epidemiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"479ME2BU","journalArticle","2009","Fjell, Anders M.; Walhovd, Kristine B.; Fennema-Notestine, Christine; McEvoy, Linda K.; Hagler, Donald J.; Holland, Dominic; Brewer, James B.; Dale, Anders M.","One-year brain atrophy evident in healthy aging.","The Journal of neuroscience : the official journal of the Society for Neuroscience","","1529-2401 0270-6474","10.1523/JNEUROSCI.3252-09.2009","","An accurate description of changes in the brain in healthy aging is needed to understand the basis of age-related changes in cognitive function. Cross-sectional  magnetic resonance imaging (MRI) studies suggest thinning of the cerebral cortex,  volumetric reductions of most subcortical structures, and ventricular expansion.  However, there is a paucity of detailed longitudinal studies to support the  cross-sectional findings. In the present study, 142 healthy elderly participants  (60-91 years of age) were followed with repeated MRI, and were compared with 122  patients with mild to moderate Alzheimer's disease (AD). Volume changes were  measured across the entire cortex and in 48 regions of interest. Cortical reductions  in the healthy elderly were extensive after only 1 year, especially evident in  temporal and prefrontal cortices, where annual decline was approximately 0.5%. All  subcortical and ventricular regions except caudate nucleus and the fourth ventricle  changed significantly over 1 year. Some of the atrophy occurred in areas vulnerable  to AD, while other changes were observed in areas less characteristic of the disease  in early stages. This suggests that the changes are not primarily driven by  degenerative processes associated with AD, although it is likely that preclinical  changes associated with AD are superposed on changes due to normal aging in some  subjects, especially in the temporal lobes. Finally, atrophy was found to accelerate  with increasing age, and this was especially prominent in areas vulnerable to AD.  Thus, it is possible that the accelerating atrophy with increasing age is due to  preclinical AD.","2009-12-02","2021-08-16 22:44:53","2021-08-16 22:44:53","","15223-15231","","48","29","","J Neurosci","","","","","","","","eng","","","","","","","PMID: 19955375  PMCID: PMC2827793","","","","Aged; Humans; Middle Aged; Female; Male; Aged, 80 and over; Follow-Up Studies; Time Factors; Brain Mapping; Alzheimer Disease/pathology; Magnetic Resonance Imaging/methods; Aging/*pathology; Brain/*pathology; Atrophy/pathology; Imaging, Three-Dimensional/methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSZSMYIE","journalArticle","2009","Tate, Robert B.; Loewen, Brenda L.; Bayomi, Dennis J.; Payne, Barbara J.","The consistency of definitions of successful aging provided by older men: the Manitoba follow-up study.","Canadian journal on aging = La revue canadienne du vieillissement","","0714-9808","10.1017/S0714980809990225","","In the absence of a universally agreed-upon defi nition of successful aging, researchers increasingly look to older adults for layperson views of aging and defi nitions of successful aging. To use lay defi nitions in studies of aging, however, researchers must address the defi nitions' consistency. In 2004, surviving members of the Manitoba Follow-up Study male cohort (mean age: 83 years) were asked twice for their defi nition of successful aging. A consistency category was assigned based on the similarity of themes in each of 654 pairs of defi nitions. At least half of the main themes were similar in 70 per cent of the defi nition pairs; 80 per cent of respondents repeated at least one theme. Positive or negative health events in the four-week interval between defi nitions and specifi c respondents' characteristics did not vary across consistency categories. This evidence for consistency supports our continued reliance on lay defi nitions of successful aging.","2009-12","2021-08-16 22:44:53","2021-08-18 23:41:34","","315-322","","4","28","","Can J Aging","","","","","","","","eng","","","","","","","Place: Canada PMID: 19925697","","","","Humans; Index Medicus; Aging -- psychology; Male; Aging; Aged, 80 and over; Follow-Up Studies; Health Status; Surveys and Questionnaires; Cohort Studies; Mental Health; Time Factors; Perception; Aged, 80 and Over; Chi Square Test; Descriptive Statistics; Funding Source; Human; Aging/*psychology; Manitoba; Attitude; Success; One-Way Analysis of Variance; Men; Internal Consistency; Prospective Studies -- Manitoba; Thematic Analysis; Open-Ended Questionnaires","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMSJS26F","journalArticle","2009","Sebastiani, Paola; Hadley, Evan C.; Province, Michael; Christensen, Kaare; Rossi, Winifred; Perls, Thomas T.; Ash, Arlene S.","A family longevity selection score: ranking sibships by their longevity, size, and availability for study.","American journal of epidemiology","","1476-6256 0002-9262","10.1093/aje/kwp309","","Family studies of exceptional longevity can potentially identify genetic and other factors contributing to long life and healthy aging. Although such studies seek  families that are exceptionally long lived, they also need living members who can  provide DNA and phenotype information. On the basis of these considerations, the  authors developed a metric to rank families for selection into a family study of  longevity. Their measure, the family longevity selection score (FLoSS), is the sum  of 2 components: 1) an estimated family longevity score built from birth-, gender-,  and nation-specific cohort survival probabilities and 2) a bonus for older living  siblings. The authors examined properties of FLoSS-based family rankings by using  data from 3 ongoing studies: the New England Centenarian Study, the Framingham Heart  Study, and screenees for the Long Life Family Study. FLoSS-based selection yields  families with exceptional longevity, satisfactory sibship sizes and numbers of  living siblings, and high ages. Parameters in the FLoSS formula can be tailored for  studies of specific populations or age ranges or with different conditions. The  first component of the FLoSS also provides a conceptually sound survival measure to  characterize exceptional longevity in individuals or families in various types of  studies and correlates well with later-observed longevity.","2009-12-15","2021-08-16 22:44:53","2021-08-18 19:15:25","","1555-1562","","12","170","","Am J Epidemiol","","","","","","","","eng","","","","","","","PMID: 19910380  PMCID: PMC2800272","","","","Aged; Humans; Sex Factors; Cohort Studies; Longevity; Age Factors; Aged, 80 and Over; Funding Source; Human; Comparative Studies; Phenotype; *Longevity; Psychometrics; Family Characteristics; *Family; Siblings; Biophysical Instruments; Correlational Studies; Instrument Construction; New England; Prospective Studies -- New England; Sampling Methods; Secondary Analysis; Spearman's Rank Correlation Coefficient; Survival Analysis -- Methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A5C4D8BT","journalArticle","2009","Kirkland, Susan A.; Raina, Parminder S.; Wolfson, Christina; Strople, Geoff; Kits, Olga; Dukeshire, Steven; Angus, Camille L.; Szala-Meneok, Karen; Uniat, Jennifer; Keshavarz, Homa; Furlini, Linda; Pelletier, Amélie","Exploring the acceptability and feasibility of conducting a large longitudinal population-based study in Canada.","Canadian journal on aging = La revue canadienne du vieillissement","","0714-9808","10.1017/S0714980809990043","","ABSTRACTSuccessful recruitment and retention for population-based longitudinal studies requires understanding facilitators and barriers to participation. This  study explored Canadians' views regarding one such study, the proposed Canadian  Longitudinal Study on Aging (CLSA). Focus groups of participants > or =40 years of  age were held in six proposed CLSA data collection sites (Halifax, Montreal,  Hamilton, Winnipeg, Calgary, and Vancouver) to discuss participating in a long-term  study of healthy aging. There was fundamental support for longitudinal research on  health and aging. Altruism was a key motivation to participation, and universities  were viewed as credible parties to conduct such studies. Participants had few  worries about providing biological samples but expressed concern about potential  misuse of genetic materials, commercialization of participant data, and privacy  issues. These findings have already informed current, and will inform future, work  on the CLSA, and will also provide useful information to researchers who undertake  other population-based longitudinal studies.","2009-09","2021-08-16 22:44:53","2021-08-16 22:44:53","","231-242","","3","28","","Can J Aging","","","","","","","","eng","","","","","","","Place: Canada PMID: 19860978","","","","Aged; Humans; Middle Aged; Female; Male; Aging; Aged, 80 and over; Attitude to Health; Research Support as Topic; Canada; Patient Selection; *Epidemiologic Research Design; Motivation; *Longitudinal Studies; *Research Subjects; Altruism; Confidentiality; Data Collection; Focus Groups; Genetic Privacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEVR63E2","journalArticle","2009","Raina, Parminder S.; Wolfson, Christina; Kirkland, Susan A.; Griffith, Lauren E.; Oremus, Mark; Patterson, Christopher; Tuokko, Holly; Penning, Margaret; Balion, Cynthia M.; Hogan, David; Wister, Andrew; Payette, Hélène; Shannon, Harry; Brazil, Kevin","The Canadian longitudinal study on aging (CLSA).","Canadian journal on aging = La revue canadienne du vieillissement","","0714-9808","10.1017/S0714980809990055","","ABSTRACTCanadians are living longer, and older persons are making up a larger share of the population (14% in 2006, projected to rise to 20% by 2021). The Canadian  Longitudinal Study on Aging (CLSA) is a national longitudinal study of adult  development and aging that will recruit 50,000 Canadians aged 45 to 85 years of age  and follow them for at least 20 years. All participants will provide a common set of  information concerning many aspects of health and aging, and 30,000 will undergo an  additional in-depth examination coupled with the donation of biological specimens  (blood and urine). The CLSA will become a rich data source for the study of the  complex interrelationship among the biological, physical, psychosocial, and societal  factors that affect healthy aging.","2009-09","2021-08-16 22:44:53","2021-08-16 22:44:53","","221-229","","3","28","","Can J Aging","","","","","","","","eng","","","","","","","Place: Canada PMID: 19860977","","","","Aged; Humans; Life Style; Middle Aged; Female; Male; Physical Examination; Aged, 80 and over; Mental Health; Health Behavior; Neuropsychological Tests; Research Support as Topic; Biomarkers; Social Support; *Aging; Canada; *Epidemiologic Research Design; *Longitudinal Studies; Health Services/statistics & numerical data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BARHLYS9","journalArticle","2009","Johnson, David K.; Storandt, Martha; Morris, John C.; Galvin, James E.","Longitudinal study of the transition from healthy aging to Alzheimer disease.","Archives of neurology","","1538-3687 0003-9942","10.1001/archneurol.2009.158","","BACKGROUND: Detection of the earliest cognitive changes signifying Alzheimer disease is difficult. OBJECTIVE: To model the cognitive decline in preclinical Alzheimer  disease. DESIGN: Longitudinal archival study comparing individuals who became  demented during follow-up and people who remained nondemented on each of 4 cognitive  factors: global, verbal memory, visuospatial, and working memory. SETTING: Alzheimer  Disease Research Center, Washington University School of Medicine, St Louis,  Missouri. PARTICIPANTS: One hundred thirty-four individuals who became demented  during follow-up and 310 who remained nondemented. MAIN OUTCOME MEASURES: Inflection  point in longitudinal cognitive performance. RESULTS: The best-fitting model for  each of the 4 factors in the stable group was linear, with a very slight downward  trend on all but the Visuospatial factor. In contrast, a piecewise model with  accelerated slope after a sharp inflection point provided the best fit for the group  that progressed. The optimal inflection point for all 4 factors was prior to  diagnosis of dementia: Global, 2 years; Verbal and Working Memory, 1 year; and  Visuospatial, 3 years. These results were also obtained when data were limited to  the subset (n = 44) with autopsy-confirmed Alzheimer disease. CONCLUSIONS: There is  a sharp inflection point followed by accelerating decline in multiple domains of  cognition, not just memory, in the preclinical period in Alzheimer disease when  there is insufficient cognitive decline to warrant clinical diagnosis using  conventional criteria. Early change was seen in tests of visuospatial ability, most  of which were speeded. Research into early detection of cognitive disorders using  only episodic memory tasks may not be sensitive to all of the early manifestations  of disease.","2009-10","2021-08-16 22:44:53","2021-08-16 22:44:53","","1254-1259","","10","66","","Arch Neurol","","","","","","","","eng","","","","","","","PMID: 19822781  PMCID: PMC2795328","","","","Aged; Humans; Female; Male; Aged, 80 and over; Cross-Sectional Studies; Follow-Up Studies; Longitudinal Studies; Socioeconomic Factors; Neuropsychological Tests; Cognition/physiology; Disease Progression; Models, Neurological; Psychometrics; Memory, Short-Term/physiology; Brain/pathology; Aging/pathology/*psychology; Alzheimer Disease/*epidemiology/pathology/*psychology; Immunohistochemistry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VRL5CHTQ","journalArticle","2009","Aurigemma, Gerard P.; Gottdiener, John S.; Arnold, Alice M.; Chinali, Marcello; Hill, Jeffrey C.; Kitzman, Dalane","Left atrial volume and geometry in healthy aging: the Cardiovascular Health Study.","Circulation. Cardiovascular imaging","","1942-0080 1941-9651","10.1161/CIRCIMAGING.108.826602","","BACKGROUND: The left atrium is a validated marker of clinical and subclinical cardiovascular disease. Left atrial enlargement is often seen among older  individuals; however, there are few population-based data regarding normal left  atrial size among older persons, especially from those who are healthy, and from  women. Furthermore, because the left atrium is a 3D structure, the commonly used  parasternal long-axis diastolic diameter often underdiagnoses left atrial  enlargement. METHODS AND RESULTS: We evaluated left atrial size in 230 healthy  participants (mean age, 76+/-5 years) free of prevalent cardiac disease, rhythm  abnormality, hypertension, and diabetes selected from the Cardiovascular Health  Study, a prospective community-based study of risk factors for cardiovascular  disease in 5888 elderly participants. In addition to the standard long-axis  measurement, we obtained left atrial superoinferior and lateral diameters and used  these dimensions to estimate left atrial volume. These measurements were used to  generate reference ranges for determining left atrial enlargement in older men and  women, based on the 95% percentiles of the left atrial dimensions in healthy  participants, both unadjusted, and after adjustment for age, height, and weight. In  healthy elderly subjects, indices of left atrial size do not correlate with age or  height but with weight and other measures of body build. CONCLUSIONS: These data  provide normative reference values for left atrial size in healthy older women and  men. The results should be useful for refining diagnostic criteria for left atrial  dilation in the older population and may be relevant for cardiovascular risk  stratification.","2009-07","2021-08-16 22:44:53","2021-08-16 22:44:53","","282-289","","4","2","","Circ Cardiovasc Imaging","","","","","","","","eng","","","","","","","PMID: 19808608  PMCID: PMC4156514","","","","Aged; Humans; Female; Male; Aged, 80 and over; Sex Factors; Reference Values; United States; Prospective Studies; Models, Biological; Age Factors; Population Surveillance; *Aging; Linear Models; Heart Atria/diagnostic imaging; Organ Size; *Atrial Function, Left; Body Size; Body Surface Area; Echocardiography, Three-Dimensional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XACABL7Q","journalArticle","2010","Atlantis, Evan; Browning, Colette; Sims, Jane; Kendig, Hal","Diabetes incidence associated with depression and antidepressants in the Melbourne Longitudinal Studies on Healthy Ageing (MELSHA)","Journal of Geriatric Psychiatry","","1099-1166 0885-6230","10.1002/gps.2409","","OBJECTIVE: Diabetes may be associated with depression and antidepressant medication (ADM) use, but published findings remain equivocal. The authors' aimed to determine  the risk of diabetes incidence associated with baseline depression exposures  (symptoms and/or ADM use). METHODS: A prospective cohort study was conducted in a  regionally representative sample of non-institutionalised older Australian people (N  = 1000, aged 65 + year), who were followed up biennially between 1994 and 2004  (attrition was approximately 24%). Analyses excluded participants for prevalent  diabetes at baseline, determined by self-report or specific medications. Diabetes  incidence was ascertained by first self-report at any follow-up wave. Depression  exposures (baseline predictors) were defined by the Psychogeriatric Assessment  Scales (PAS) depression scale and ADM use, and classified as: (1) 'symptomatic' (PAS  score 5+); (2) 'ADM use'; (3) 'symptomatic or ADM use'; (4) 'symptomatic and no ADM  use'; (5) 'asymptomatic (PAS score <5) and ADM use' and (6) 'symptomatic and ADM  use'. Covariates were demographic, lifestyle, functional health and chronic disease  factors. Cox regressions were used to determined hazard ratios with 95% confidence  intervals (HR [95% CI]) for diabetes incidence according to depression exposures,  adjusted for significant covariates. RESULTS: Baseline response rate was 70.3%.  Depression predictors of diabetes incidence were 'symptomatic' (2.29 [1.28,4.10]),  'symptomatic or ADM use' (2.13 [1.32,3.44]) and 'symptomatic and no ADM use' (2.38  [1.28,4.45]), after adjustment for significant covariates. Being asymptomatic was  not a protective factor among those prescribed antidepressants. CONCLUSIONS: Older  people with depressive symptoms are at least twice more likely to develop diabetes  than those without depressive symptoms, regardless of antidepressants.","2010-07","2021-08-16 22:44:53","2021-08-18 22:41:24","","688-696","","7","25","","Int J Geriatr Psychiatry","","","","","","","","eng","(c) 2009 John Wiley & Sons, Ltd.","","","","","","Place: England PMID: 19806604","","","","Aged; Humans; Index Medicus; Risk Factors; Female; Male; Aged, 80 and over; Geriatric Assessment; Cohort Studies; Prevalence; Incidence; Prospective Studies; Australia; Confidence Intervals; Depression -- psychology; Depression -- epidemiology; Aged, 80 and Over; Chi Square Test; Funding Source; Human; Scales; Univariate Statistics; Australia/epidemiology; diabetes; elderly; Psychiatric Status Rating Scales; depression; Antidepressive Agents/*adverse effects/therapeutic use; Depression/drug therapy/*epidemiology/psychology; Diabetes Mellitus/*epidemiology/psychology; Geriatric Psychiatry; Diabetes Mellitus -- epidemiology; Australia -- epidemiology; Antidepressive Agents; Antidepressive Agents -- adverse effects; Antidepressive Agents -- therapeutic use; Depression -- drug therapy; Diabetes Mellitus -- psychology; Questionnaires; Cox Proportional Hazards Model; Interviews; Data Analysis Software; Relative Risk; OARS Multidimensional Functional Assessment Questionnaire; Antidepressive Agents -- Adverse Effects; Depression -- Complications; Diabetes Mellitus -- Risk Factors; antidepressants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83IS6BJM","journalArticle","2010","Bergfield, Kaitlin L.; Hanson, Krista D.; Chen, Kewei; Teipel, Stefan J.; Hampel, Harald; Rapoport, Stanley I.; Moeller, James R.; Alexander, Gene E.","Age-related networks of regional covariance in MRI gray matter: reproducible multivariate patterns in healthy aging.","NeuroImage","","1095-9572 1053-8119","10.1016/j.neuroimage.2009.09.051","","Healthy aging is associated with brain volume reductions that involve the frontal cortex, but also affect other brain regions. We sought to identify an age-related  network pattern of MRI gray matter using a multivariate statistical model of  regional covariance, the Scaled Subprofile Model (SSM) with voxel based morphometry  (VBM) in 29 healthy adults, 23-84 years of age (Group 1). In addition, we evaluated  the reproducibility of the age-related gray matter pattern derived from a prior SSM  VBM study of 26 healthy adults, 22-77 years of age (Group 2; Alexander et al., 2006)  in relation to the current sample and tested the ability of the network analysis to  extract an age-related pattern from both cohorts combined. The SSM VBM analysis of  Group 1 identified a regional pattern of gray matter atrophy associated with healthy  aging (R(2)=0.64, p<0.000001) that included extensive reductions in bilateral  dorsolateral and medial frontal, anterior cingulate, insula/perisylvian, precuneus,  parietotemporal, and caudate regions with areas of relative preservation in  bilateral cerebellum, thalamus, putamen, mid cingulate, and temporal pole regions.  The age-related SSM VBM gray matter pattern, previously reported for Group 2, was  highly expressed in Group 1 (R(2)=0.52, p<0.00002). SSM analysis of the combined  cohorts extracted a common age-related pattern of gray matter showing reductions  involving bilateral medial frontal, insula/perisylvian, anterior cingulate and, to a  lesser extent, bilateral dorsolateral prefrontal, lateral temporal, parietal, and  caudate brain regions with relative preservation in bilateral cerebellum, temporal  pole, and right thalamic regions. The results suggest that healthy aging is  associated with a regionally distributed pattern of gray matter atrophy that has  reproducible regional features. Whereas the network patterns of atrophy included  parietal, temporal, and subcortical regions, involvement of the frontal brain  regions showed the most consistently extensive and reliable reductions across  samples. Network analysis with SSM VBM can help detect reproducible age-related MRI  patterns, assisting efforts in the study of healthy and pathological aging.","2010-01-15","2021-08-16 22:44:53","2021-08-18 19:21:31","","1750-1759","","2","49","","Neuroimage","","","","","","","","eng","","","","","","","PMID: 19796692  PMCID: PMC2789892","","","","Aged; Humans; Index Medicus; Middle Aged; Aging -- pathology; Female; Male; Adult; Aged, 80 and over; Cohort Studies; Brain -- pathology; Neuropsychological Tests; Apolipoprotein E4; Regression Analysis; Magnetic Resonance Imaging; Young Adult; Aging/*pathology; Brain/*pathology; Organ Size; Apolipoprotein E4/genetics; Nerve Fibers, Unmyelinated/*pathology; Neural Pathways/pathology; Apolipoprotein E4 -- genetics; Nerve Fibers, Unmyelinated -- pathology; Neural Pathways -- pathology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NIXFD6YU","journalArticle","2009","Bowling, Ann","Perceptions of active ageing in Britain: divergences between minority ethnic and whole population samples.","Age and ageing","","1468-2834 0002-0729","10.1093/ageing/afp175","","OBJECTIVE: to identify perceptions of, and associations with, active ageing among ethnically diverse and homogeneous samples of older people in Britain. DESIGN AND  SETTING: cross-sectional and longitudinal surveys of older people living at home in  Britain. MEASURES: active ageing, health, psych-social, socio-economic  circumstances, and indicators of quality of life. RESULTS: respondents defined  active ageing as having health, fitness, and exercise; psychological factors; social  roles and activities; independence, neighbourhood and enablers. The ethnically  diverse sample respondents were less likely to define active ageing as having  physical health and fitness, and were less likely to rate themselves as ageing  actively, than more homogeneous sample respondents. The lay-based measure of quality  of life used was independently and consistently associated with self-rated active  ageing in each sample CONCLUSION: Policy models of active ageing were reflected in  lay views, although the latter had a more multidimensional focus. Lay definitions of  active ageing were also more dynamic, compared with definitions of quality of life  and successful ageing. Differences in self-rated active ageing and perceptions of  this concept by ethnic group need further exploration.","2009-11","2021-08-16 22:44:53","2021-08-16 22:44:53","","703-710","","6","38","","Age Ageing","","","","","","","","eng","","","","","","","PMID: 19779054  PMCID: PMC2763289","","","","Aged; Humans; Female; Social Environment; Aged, 80 and over; Cross-Sectional Studies; Health Status; Surveys and Questionnaires; Longitudinal Studies; Socioeconomic Factors; Minority Groups; Regression Analysis; Quality of Life/*psychology; Residence Characteristics; Activities of Daily Living/*psychology; Aging/*ethnology/physiology/*psychology; Attitude to Health/*ethnology; Population Groups; United Kingdom/ethnology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
